sigma,month,b,cr
20,8,1,3.1283643892339543
20,8,2,2.8374741200828155
20,8,4,2.9627329192546585
20,8,8,3.0745341614906834
20,8,16,3.124223602484472
20,8,32,3.1180124223602483
20,8,64,3.158385093167702
20,8,128,3.175983436853002
0,8,1,3.1283643892339543
0,8,2,2.494824016563147
0,8,4,2.0755693581780537
0,8,8,1.865424430641822
0,8,16,1.779503105590062
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1335403726708075
2,8,2,2.4824016563147
2,8,4,2.100414078674948
2,8,8,1.870600414078675
2,8,16,1.803312629399586
2,8,32,1.7971014492753623
2,8,64,1.8043478260869565
2,8,128,1.8167701863354038
5,8,1,3.1904761904761907
5,8,2,2.5652173913043477
5,8,4,2.3157349896480333
5,8,8,2.3716356107660457
5,8,16,2.611801242236025
5,8,32,2.8157349896480333
5,8,64,2.9886128364389233
5,8,128,3.109730848861284
10,8,1,3.179089026915114
10,8,2,2.7111801242236027
10,8,4,2.7049689440993787
10,8,8,2.9213250517598346
10,8,16,3.072463768115942
10,8,32,3.12008281573499
10,8,64,3.1231884057971016
10,8,128,3.1180124223602483
15,8,1,3.1718426501035197
15,8,2,2.803312629399586
15,8,4,2.8592132505175982
15,8,8,3.062111801242236
15,8,16,3.1128364389233956
15,8,32,3.141821946169772
15,8,64,3.1128364389233956
15,8,128,3.082815734989648
20,8,1,3.1159420289855073
20,8,2,2.8095238095238093
20,8,4,2.8944099378881987
20,8,8,3.049689440993789
20,8,16,3.1935817805383024
20,8,32,3.1356107660455486
20,8,64,3.0962732919254656
20,8,128,3.1625258799171845
0,8,1,3.0455486542443064
0,8,2,2.4575569358178053
0,8,4,2.106625258799172
0,8,8,1.8778467908902692
0,8,16,1.7805383022774328
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.148033126293996
2,8,2,2.4824016563147
2,8,4,2.0817805383022776
2,8,8,1.8788819875776397
2,8,16,1.800207039337474
2,8,32,1.7971014492753623
2,8,64,1.81055900621118
2,8,128,1.8064182194616978
5,8,1,3.160455486542443
5,8,2,2.6045548654244306
5,8,4,2.318840579710145
5,8,8,2.3840579710144927
5,8,16,2.5817805383022776
5,8,32,2.7939958592132506
5,8,64,3.002070393374741
5,8,128,2.989648033126294
10,8,1,3.098343685300207
10,8,2,2.8064182194616976
10,8,4,2.7556935817805384
10,8,8,2.971014492753623
10,8,16,3.0766045548654244
10,8,32,3.131469979296066
10,8,64,3.148033126293996
10,8,128,3.141821946169772
15,8,1,3.1490683229813663
15,8,2,2.8530020703933747
15,8,4,2.8923395445134576
15,8,8,3.038302277432712
15,8,16,3.141821946169772
15,8,32,3.153209109730849
15,8,64,3.100414078674948
15,8,128,3.150103519668737
20,8,1,3.119047619047619
20,8,2,2.8167701863354035
20,8,4,2.901656314699793
20,8,8,3.1407867494824018
20,8,16,3.0962732919254656
20,8,32,3.1149068322981366
20,8,64,3.0962732919254656
20,8,128,3.1262939958592133
0,8,1,3.127329192546584
0,8,2,2.459627329192547
0,8,4,2.056935817805383
0,8,8,1.8592132505175984
0,8,16,1.7836438923395446
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.100414078674948
2,8,2,2.474120082815735
2,8,4,2.0766045548654244
2,8,8,1.8540372670807452
2,8,16,1.7981366459627328
2,8,32,1.808488612836439
2,8,64,1.8064182194616978
2,8,128,1.820910973084886
5,8,1,3.0869565217391304
5,8,2,2.5745341614906834
5,8,4,2.324016563146998
5,8,8,2.39648033126294
5,8,16,2.6045548654244306
5,8,32,2.846790890269151
5,8,64,3.0
5,8,128,3.062111801242236
10,8,1,3.0745341614906834
10,8,2,2.686335403726708
10,8,4,2.743271221532091
10,8,8,2.9782608695652173
10,8,16,3.0952380952380953
10,8,32,3.101449275362319
10,8,64,3.1407867494824018
10,8,128,3.12111801242236
15,8,1,3.1076604554865424
15,8,2,2.808488612836439
15,8,4,2.899585921325052
15,8,8,3.082815734989648
15,8,16,3.132505175983437
15,8,32,3.12008281573499
15,8,64,3.119047619047619
15,8,128,3.098343685300207
20,8,1,3.1366459627329193
20,8,2,2.8281573498964803
20,8,4,2.9161490683229814
20,8,8,3.0745341614906834
20,8,16,3.1283643892339543
20,8,32,3.1366459627329193
20,8,64,3.141821946169772
20,8,128,3.12008281573499
0,9,1,3.1537761601455867
0,9,2,2.4467697907188355
0,9,4,2.08098271155596
0,9,8,1.869881710646042
0,9,16,1.805277525022748
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.0982711555959965
2,9,2,2.4558689717925386
2,9,4,2.0764331210191083
2,9,8,1.8808007279344858
2,9,16,1.8180163785259327
2,9,32,1.827115559599636
2,9,64,1.829845313921747
2,9,128,1.8416742493175615
5,9,1,3.1082802547770703
5,9,2,2.5395814376706096
5,9,4,2.3384895359417652
5,9,8,2.3821656050955413
5,9,16,2.605095541401274
5,9,32,2.8416742493175615
5,9,64,2.9690627843494086
5,9,128,3.0573248407643314
10,9,1,3.078252957233849
10,9,2,2.7015468607825297
10,9,4,2.7643312101910826
10,9,8,2.915377616014559
10,9,16,3.0800727934485894
10,9,32,3.086442220200182
10,9,64,3.045495905368517
10,9,128,3.085532302092812
15,9,1,3.119199272065514
15,9,2,2.8171064604185623
15,9,4,2.8553230209281164
15,9,8,3.016378525932666
15,9,16,3.1101000909918106
15,9,32,3.090081892629663
15,9,64,3.089171974522293
15,9,128,3.1091901728844404
20,9,1,3.1119199272065514
20,9,2,2.832575068243858
20,9,4,2.8853503184713376
20,9,8,3.0473157415832577
20,9,16,3.13557779799818
20,9,32,3.119199272065514
20,9,64,3.0609645131938126
20,9,128,3.1019108280254777
0,9,1,3.1474067333939946
0,9,2,2.484076433121019
0,9,4,2.091901728844404
0,9,8,1.869881710646042
0,9,16,1.8043676069153776
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.1037306642402185
2,9,2,2.469517743403094
2,9,4,2.0718835304822565
2,9,8,1.8798908098271156
2,9,16,1.8207461328480437
2,9,32,1.818926296633303
2,9,64,1.8343949044585988
2,9,128,1.8343949044585988
5,9,1,3.090081892629663
5,9,2,2.5441310282074614
5,9,4,2.311191992720655
5,9,8,2.3739763421292084
5,9,16,2.570518653321201
5,9,32,2.818926296633303
5,9,64,2.9781619654231117
5,9,128,3.085532302092812
10,9,1,3.085532302092812
10,9,2,2.6851683348498634
10,9,4,2.7224749772520473
10,9,8,2.9262966333030027
10,9,16,3.0118289353958145
10,9,32,3.1483166515013647
10,9,64,3.070063694267516
10,9,128,3.089171974522293
15,9,1,3.1182893539581436
15,9,2,2.788898999090082
15,9,4,2.8917197452229297
15,9,8,3.040946314831665
15,9,16,3.123748862602366
15,9,32,3.088262056414923
15,9,64,3.126478616924477
15,9,128,3.0991810737033667
20,9,1,3.1182893539581436
20,9,2,2.8498635122838945
20,9,4,2.924476797088262
20,9,8,3.030027297543221
20,9,16,3.1282984531392173
20,9,32,3.1228389444949953
20,9,64,3.1173794358507734
20,9,128,3.1173794358507734
0,9,1,3.1255686988171063
0,9,2,2.438580527752502
0,9,4,2.083712465878071
0,9,8,1.8780709736123748
0,9,16,1.7989080982711556
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.119199272065514
2,9,2,2.451319381255687
2,9,4,2.0636942675159236
2,9,8,1.888989990900819
2,9,16,1.8152866242038217
2,9,32,1.818926296633303
2,9,64,1.8180163785259327
2,9,128,1.8425841674249317
5,9,1,3.1282984531392173
5,9,2,2.5550500454959053
5,9,4,2.341219290263876
5,9,8,2.3603275705186535
5,9,16,2.608735213830755
5,9,32,2.8061874431301184
5,9,64,2.951774340309372
5,9,128,3.045495905368517
10,9,1,3.087352138307552
10,9,2,2.7206551410373065
10,9,4,2.7233848953594175
10,9,8,2.964513193812557
10,9,16,3.087352138307552
10,9,32,3.045495905368517
10,9,64,3.088262056414923
10,9,128,3.1528662420382165
15,9,1,3.137397634212921
15,9,2,2.792538671519563
15,9,4,2.917197452229299
15,9,8,3.0218380345768883
15,9,16,3.0445859872611467
15,9,32,3.0682438580527753
15,9,64,3.1073703366696996
15,9,128,3.131938125568699
20,9,1,3.078252957233849
20,9,2,2.83803457688808
20,9,4,2.9035486806187443
20,9,8,3.045495905368517
20,9,16,3.0791628753412192
20,9,32,3.1064604185623295
20,9,64,3.086442220200182
20,9,128,3.092811646951774
0,9,1,3.1064604185623295
0,9,2,2.4667879890809825
0,9,4,2.0764331210191083
0,9,8,1.8853503184713376
0,9,16,1.8070973612374885
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.1101000909918106
2,9,2,2.4795268425841672
2,9,4,2.088262056414923
2,9,8,1.89171974522293
2,9,16,1.818926296633303
2,9,32,1.827115559599636
2,9,64,1.8307552320291174
2,9,128,1.8407643312101911
5,9,1,3.1091901728844404
5,9,2,2.578707916287534
5,9,4,2.354868061874431
5,9,8,2.388535031847134
5,9,16,2.611464968152866
5,9,32,2.830755232029117
5,9,64,2.9754322111010008
5,9,128,3.05368516833485
10,9,1,3.0691537761601455
10,9,2,2.737943585077343
10,9,4,2.721565059144677
10,9,8,2.9690627843494086
10,9,16,3.0473157415832577
10,9,32,3.141037306642402
10,9,64,3.0982711555959965
10,9,128,3.0618744313011828
15,9,1,3.1019108280254777
15,9,2,2.772520473157416
15,9,4,2.8798908098271156
15,9,8,3.0773430391264784
15,9,16,3.097361237488626
15,9,32,3.1119199272065514
15,9,64,3.0664240218380345
15,9,128,3.130118289353958
20,9,1,3.075523202911738
20,9,2,2.843494085532302
20,9,4,2.9062784349408552
20,9,8,3.0090991810737036
20,9,16,3.1282984531392173
20,9,32,3.127388535031847
20,9,64,3.1019108280254777
20,9,128,3.137397634212921
0,9,1,3.102820746132848
0,9,2,2.4613284804367606
0,9,4,2.0655141037306644
0,9,8,1.8589626933575978
0,9,16,1.8034576888080074
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.1483166515013647
2,9,2,2.474977252047316
2,9,4,2.0655141037306644
2,9,8,1.8880800727934486
2,9,16,1.8171064604185623
2,9,32,1.8225659690627845
2,9,64,1.824385805277525
2,9,128,1.8425841674249317
5,9,1,3.056414922656961
5,9,2,2.532302092811647
5,9,4,2.3239308462238397
5,9,8,2.343039126478617
5,9,16,2.632393084622384
5,9,32,2.7961783439490446
5,9,64,2.9717925386715196
5,9,128,3.0500454959053687
10,9,1,3.1610555050045495
10,9,2,2.6806187443130116
10,9,4,2.665150136487716
10,9,8,2.9636032757051867
10,9,16,3.0718835304822565
10,9,32,3.1064604185623295
10,9,64,3.092811646951774
10,9,128,3.078252957233849
15,9,1,3.094631483166515
15,9,2,2.8143767060964513
15,9,4,2.8116469517743403
15,9,8,3.0090991810737036
15,9,16,3.1119199272065514
15,9,32,3.050955414012739
15,9,64,3.049135577797998
15,9,128,3.1119199272065514
20,9,1,3.0527752502274796
20,9,2,2.825295723384895
20,9,4,2.913557779799818
20,9,8,3.0737033666969973
20,9,16,3.1046405823475887
20,9,32,3.094631483166515
20,9,64,3.1091901728844404
20,9,128,3.1073703366696996
0,9,1,3.092811646951774
0,9,2,2.430391264786169
0,9,4,2.100090991810737
0,9,8,1.8817106460418562
0,9,16,1.805277525022748
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.1101000909918106
2,9,2,2.4504094631483166
2,9,4,2.094631483166515
2,9,8,1.8753412192902639
2,9,16,1.8207461328480437
2,9,32,1.8152866242038217
2,9,64,1.8362147406733393
2,9,128,1.8371246587807097
5,9,1,3.1119199272065514
5,9,2,2.5632393084622382
5,9,4,2.3393994540491354
5,9,8,2.3694267515923566
5,9,16,2.603275705186533
5,9,32,2.8025477707006368
5,9,64,3.0191082802547773
5,9,128,3.0473157415832577
10,9,1,3.0982711555959965
10,9,2,2.6615104640582348
10,9,4,2.738853503184713
10,9,8,2.9399454049135576
10,9,16,3.0582347588717016
10,9,32,3.0964513193812557
10,9,64,3.0955414012738856
10,9,128,3.1146496815286624
15,9,1,3.0573248407643314
15,9,2,2.818926296633303
15,9,4,2.86442220200182
15,9,8,3.0709736123748863
15,9,16,3.126478616924477
15,9,32,3.0636942675159236
15,9,64,3.0664240218380345
15,9,128,3.092811646951774
20,9,1,3.1128298453139216
20,9,2,2.8462238398544133
20,9,4,2.915377616014559
20,9,8,3.075523202911738
20,9,16,3.0909918107370338
20,9,32,3.127388535031847
20,9,64,3.032757051865332
20,9,128,3.0673339399454047
0,9,1,3.100090991810737
0,9,2,2.4367606915377618
0,9,4,2.075523202911738
0,9,8,1.870791628753412
0,9,16,1.802547770700637
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.1128298453139216
2,9,2,2.445859872611465
2,9,4,2.0691537761601455
2,9,8,1.8762511373976343
2,9,16,1.8152866242038217
2,9,32,1.8262056414922656
2,9,64,1.8207461328480437
2,9,128,1.8407643312101911
5,9,1,3.0746132848043675
5,9,2,2.5523202911737943
5,9,4,2.332120109190173
5,9,8,2.3685168334849864
5,9,16,2.5850773430391265
5,9,32,2.827115559599636
5,9,64,2.959963603275705
5,9,128,3.0473157415832577
10,9,1,3.1155595996360326
10,9,2,2.7306642402183803
10,9,4,2.718835304822566
10,9,8,2.9008189262966333
10,9,16,2.998180163785259
10,9,32,3.1119199272065514
10,9,64,3.0527752502274796
10,9,128,3.100090991810737
15,9,1,3.087352138307552
15,9,2,2.7443130118289356
15,9,4,2.830755232029117
15,9,8,3.0418562329390353
15,9,16,3.078252957233849
15,9,32,3.0582347588717016
15,9,64,3.124658780709736
15,9,128,3.0636942675159236
20,9,1,3.0964513193812557
20,9,2,2.808007279344859
20,9,4,2.873521383075523
20,9,8,3.0363967242948133
20,9,16,3.121929026387625
20,9,32,3.142857142857143
20,9,64,3.0964513193812557
20,9,128,3.0609645131938126
0,9,1,3.0746132848043675
0,9,2,2.474977252047316
0,9,4,2.083712465878071
0,9,8,1.8753412192902639
0,9,16,1.8043676069153776
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.08098271155596
2,9,2,2.472247497725205
2,9,4,2.083712465878071
2,9,8,1.8653321201091901
2,9,16,1.81073703366697
2,9,32,1.8252957233848954
2,9,64,1.8307552320291174
2,9,128,1.8407643312101911
5,9,1,3.092811646951774
5,9,2,2.5750682438580528
5,9,4,2.293903548680619
5,9,8,2.3712465878070974
5,9,16,2.600545950864422
5,9,32,2.8171064604185623
5,9,64,2.950864422202002
5,9,128,3.034576888080073
10,9,1,3.1091901728844404
10,9,2,2.697907188353048
10,9,4,2.7288444040036395
10,9,8,2.8871701546860784
10,9,16,3.097361237488626
10,9,32,3.094631483166515
10,9,64,3.092811646951774
10,9,128,3.092811646951774
15,9,1,3.0709736123748863
15,9,2,2.788898999090082
15,9,4,2.831665150136488
15,9,8,3.0291173794358506
15,9,16,3.0773430391264784
15,9,32,3.091901728844404
15,9,64,3.0691537761601455
15,9,128,3.1091901728844404
20,9,1,3.0181983621474067
20,9,2,2.7952684258416745
20,9,4,2.8917197452229297
20,9,8,3.032757051865332
20,9,16,3.085532302092812
20,9,32,3.1037306642402185
20,9,64,3.105550500454959
20,9,128,3.0646041856232937
0,9,1,3.056414922656961
0,9,2,2.451319381255687
0,9,4,2.0664240218380345
0,9,8,1.8662420382165605
0,9,16,1.802547770700637
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.092811646951774
2,9,2,2.4604185623293904
2,9,4,2.0791628753412192
2,9,8,1.8926296633303004
2,9,16,1.8234758871701546
2,9,32,1.8171064604185623
2,9,64,1.8262056414922656
2,9,128,1.8407643312101911
5,9,1,3.0600545950864424
5,9,2,2.530482256596906
5,9,4,2.315741583257507
5,9,8,2.362147406733394
5,9,16,2.5777979981801638
5,9,32,2.829845313921747
5,9,64,3.0172884440400365
5,9,128,3.038216560509554
10,9,1,3.1146496815286624
10,9,2,2.721565059144677
10,9,4,2.7333939945404913
10,9,8,2.9208371246587808
10,9,16,3.089171974522293
10,9,32,3.1201091901728844
10,9,64,3.1110100090991812
10,9,128,3.1464968152866244
15,9,1,3.1146496815286624
15,9,2,2.7597816196542313
15,9,4,2.8061874431301184
15,9,8,3.0445859872611467
15,9,16,3.0909918107370338
15,9,32,3.1119199272065514
15,9,64,3.089171974522293
15,9,128,3.0937215650591448
20,9,1,3.090081892629663
20,9,2,2.829845313921747
20,9,4,2.8989990900818925
20,9,8,3.0254777070063694
20,9,16,3.1201091901728844
20,9,32,3.0800727934485894
20,9,64,3.0737033666969973
20,9,128,3.085532302092812
0,9,1,3.102820746132848
0,9,2,2.4558689717925386
0,9,4,2.0682438580527753
0,9,8,1.8771610555050044
0,9,16,1.805277525022748
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.0527752502274796
2,9,2,2.43130118289354
2,9,4,2.1046405823475887
2,9,8,1.8798908098271156
2,9,16,1.8143767060964513
2,9,32,1.816196542311192
2,9,64,1.832575068243858
2,9,128,1.832575068243858
5,9,1,3.0655141037306644
5,9,2,2.5559599636032755
5,9,4,2.3330300272975433
5,9,8,2.3848953594176523
5,9,16,2.611464968152866
5,9,32,2.8371246587807097
5,9,64,2.9317561419472247
5,9,128,3.0591446769790718
10,9,1,3.1037306642402185
10,9,2,2.6742493175614195
10,9,4,2.737033666969973
10,9,8,2.9035486806187443
10,9,16,3.0764331210191083
10,9,32,3.113739763421292
10,9,64,3.090081892629663
10,9,128,3.042766151046406
15,9,1,3.0964513193812557
15,9,2,2.7989080982711556
15,9,4,2.828025477707006
15,9,8,3.0118289353958145
15,9,16,3.113739763421292
15,9,32,3.1091901728844404
15,9,64,3.0800727934485894
15,9,128,3.121019108280255
20,9,1,3.091901728844404
20,9,2,2.8016378525932666
20,9,4,2.9444949954504094
20,9,8,3.0664240218380345
20,9,16,3.0955414012738856
20,9,32,3.1146496815286624
20,9,64,3.121929026387625
20,9,128,3.1119199272065514
0,9,1,3.0764331210191083
0,9,2,2.4767970882620562
0,9,4,2.100090991810737
0,9,8,1.8780709736123748
0,9,16,1.8043676069153776
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.090081892629663
2,9,2,2.4549590536851684
2,9,4,2.0737033666969973
2,9,8,1.8835304822565968
2,9,16,1.821656050955414
2,9,32,1.824385805277525
2,9,64,1.8252957233848954
2,9,128,1.8380345768880801
5,9,1,3.089171974522293
5,9,2,2.54049135577798
5,9,4,2.3612374886260237
5,9,8,2.3575978161965425
5,9,16,2.614194722474977
5,9,32,2.824385805277525
5,9,64,3.0090991810737036
5,9,128,3.0682438580527753
10,9,1,3.129208371246588
10,9,2,2.7261146496815285
10,9,4,2.7206551410373065
10,9,8,2.872611464968153
10,9,16,3.083712465878071
10,9,32,3.1064604185623295
10,9,64,3.1201091901728844
10,9,128,3.0582347588717016
15,9,1,3.0682438580527753
15,9,2,2.791628753412193
15,9,4,2.840764331210191
15,9,8,3.0045495905368518
15,9,16,3.075523202911738
15,9,32,3.0636942675159236
15,9,64,3.0618744313011828
15,9,128,3.092811646951774
20,9,1,3.1091901728844404
20,9,2,2.8171064604185623
20,9,4,2.8908098271155596
20,9,8,3.0646041856232937
20,9,16,3.169244767970883
20,9,32,3.1364877161055507
20,9,64,3.121929026387625
20,9,128,3.089171974522293
0,9,1,3.0937215650591448
0,9,2,2.4667879890809825
0,9,4,2.072793448589627
0,9,8,1.8680618744313011
0,9,16,1.802547770700637
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.092811646951774
2,9,2,2.4394904458598727
2,9,4,2.084622383985441
2,9,8,1.8835304822565968
2,9,16,1.8262056414922656
2,9,32,1.8225659690627845
2,9,64,1.827115559599636
2,9,128,1.829845313921747
5,9,1,3.0909918107370338
5,9,2,2.532302092811647
5,9,4,2.3093721565059147
5,9,8,2.388535031847134
5,9,16,2.606005459508644
5,9,32,2.8225659690627842
5,9,64,2.9554140127388533
5,9,128,3.0391264786169243
10,9,1,3.0664240218380345
10,9,2,2.724294813466788
10,9,4,2.7479526842584168
10,9,8,2.9235668789808917
10,9,16,3.1046405823475887
10,9,32,3.0709736123748863
10,9,64,3.1082802547770703
10,9,128,3.1637852593266604
15,9,1,3.0964513193812557
15,9,2,2.794358507734304
15,9,4,2.8662420382165603
15,9,8,3.05368516833485
15,9,16,3.1310282074613283
15,9,32,3.088262056414923
15,9,64,3.090081892629663
15,9,128,3.1073703366696996
20,9,1,3.0646041856232937
20,9,2,2.8371246587807097
20,9,4,2.9199272065514106
20,9,8,3.0591446769790718
20,9,16,3.088262056414923
20,9,32,3.113739763421292
20,9,64,3.0600545950864424
20,9,128,3.1201091901728844
0,9,1,3.084622383985441
0,9,2,2.473157415832575
0,9,4,2.0682438580527753
0,9,8,1.869881710646042
0,9,16,1.8034576888080074
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.094631483166515
2,9,2,2.4767970882620562
2,9,4,2.0746132848043675
2,9,8,1.8844404003639672
2,9,16,1.8180163785259327
2,9,32,1.827115559599636
2,9,64,1.8316651501364878
2,9,128,1.8289353958143768
5,9,1,3.0964513193812557
5,9,2,2.5750682438580528
5,9,4,2.304822565969063
5,9,8,2.362147406733394
5,9,16,2.5750682438580528
5,9,32,2.8362147406733396
5,9,64,2.959053685168335
5,9,128,3.032757051865332
10,9,1,3.1064604185623295
10,9,2,2.7161055505004548
10,9,4,2.7170154686078254
10,9,8,2.9326660600545953
10,9,16,3.045495905368517
10,9,32,3.132848043676069
10,9,64,3.1146496815286624
10,9,128,3.089171974522293
15,9,1,3.072793448589627
15,9,2,2.7525022747952685
15,9,4,2.830755232029117
15,9,8,3.0500454959053687
15,9,16,3.0609645131938126
15,9,32,3.1037306642402185
15,9,64,3.13466787989081
15,9,128,3.1091901728844404
20,9,1,3.127388535031847
20,9,2,2.862602365787079
20,9,4,2.913557779799818
20,9,8,3.0691537761601455
20,9,16,3.0937215650591448
20,9,32,3.0573248407643314
20,9,64,3.1419472247497726
20,9,128,3.1128298453139216
0,9,1,3.1119199272065514
0,9,2,2.4686078252957233
0,9,4,2.070063694267516
0,9,8,1.8789808917197452
0,9,16,1.813466787989081
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.075523202911738
2,9,2,2.4767970882620562
2,9,4,2.097361237488626
2,9,8,1.8753412192902639
2,9,16,1.8198362147406733
2,9,32,1.8280254777070064
2,9,64,1.8362147406733393
2,9,128,1.8343949044585988
5,9,1,3.1110100090991812
5,9,2,2.56778889899909
5,9,4,2.294813466787989
